1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	SPY x FAMILY
6	KAIJU NO.8 (Monster #8)
7	SAKAMOTO DAYS
8	The Creepy and Freaky
9	Kagurabachi
10	Märchen Crown
11	War of the Adults
12	Ichi the Witch
13	Centuria
14	Blue Box
15	G.G.G.
16	RuriDragon
17	Drama Queen
18	Home at the Horizon
19	MAD
20	The Marshal King
21	Asura’s Verdict
22	My Sister, My Stuck Butt, and Me
23	Hero Organization
24	Make the Exorcist Fall in Love
25	Hope You're Happy, Lemon
26	Blooming Love
27	Embers
28	Hima-Ten!
29	Choujin X
30	I Want To Eat the Arm of a God-Tier Artist
31	Trapped in an Instant
32	The Robot Who Inherited Trillions
33	Seraph of the End: Vampire Reign
34	Monochrome Days
35	MARRIAGETOXIN
36	Kindergarten WARS
37	Shinobi Undercover
38	Eunuch of Empire
39	Ultimate Exorcist Kiyoshi
40	Dark Side Hero
