1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	SPY x FAMILY
7	Drama Queen
8	Kagurabachi
9	SAKAMOTO DAYS
10	Hunter x Hunter
11	Raise Me, Hero!
12	Ichi the Witch
13	Centuria
14	Blue Box
15	MAD
16	The Knight and the Corpse
17	RuriDragon
18	Hero Organization
19	UNDEAD UNLUCK
20	Mission: Yozakura Family
21	Make the Exorcist Fall in Love
22	Asura’s Verdict
23	Hope You're Happy, Lemon
24	Hima-Ten!
25	The mountain of remains on planet Triangle
26	Monochrome Days
27	Choujin X
28	Blooming Love
29	Shinobi Undercover
30	Ryota Killed His Brother
31	MARRIAGETOXIN
32	Waiting for the Sunlight
33	Ultimate Exorcist Kiyoshi
34	Kindergarten WARS
35	Yattara
36	Bug Ego
37	Beyond The Screen
38	2.5 Dimensional Seduction
39	No\Name
40	SMOTHER ME
41	Chainsaw Man
42	Boruto: Two Blue Vortex
43	One Piece
44	Dandadan
45	KAIJU NO.8 (Monster #8)
46	SPY x FAMILY
47	Drama Queen
48	Kagurabachi
49	SAKAMOTO DAYS
50	Hunter x Hunter
51	Raise Me, Hero!
52	Ichi the Witch
53	Centuria
54	Blue Box
55	MAD
56	The Knight and the Corpse
57	RuriDragon
58	Hero Organization
59	UNDEAD UNLUCK
60	Mission: Yozakura Family
61	Make the Exorcist Fall in Love
62	Asura’s Verdict
63	Hope You're Happy, Lemon
64	Hima-Ten!
65	The mountain of remains on planet Triangle
66	Monochrome Days
67	Choujin X
68	Blooming Love
69	Shinobi Undercover
70	Ryota Killed His Brother
71	MARRIAGETOXIN
72	Waiting for the Sunlight
73	Ultimate Exorcist Kiyoshi
74	Kindergarten WARS
75	Yattara
76	Bug Ego
77	Beyond The Screen
78	2.5 Dimensional Seduction
79	No\Name
80	SMOTHER ME
