1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	Black Clover
7	SPY x FAMILY
8	SAKAMOTO DAYS
9	Metaphor: ReFantazio
10	Stellar Friends
11	Kagurabachi
12	My Marriage to Saneka
13	Drama Queen
14	Ichi the Witch
15	Sirens Won't Sing For You
16	Embers
17	Centuria
18	Blue Box
19	RuriDragon
20	MAD
21	Hero Organization
22	The Demon of the Stupa
23	Darkest Corners of the Heart
24	Asura’s Verdict
25	Make the Exorcist Fall in Love
26	Hope You're Happy, Lemon
27	Blue Exorcist
28	Seraph of the End: Vampire Reign
29	Choujin X
30	Hima-Ten!
31	The Dragon Remains of Edo
32	SHIROMARU
33	Monochrome Days
34	Blooming Love
35	Shinobi Undercover
36	Waiting for the Sunlight
37	MARRIAGETOXIN
38	Kindergarten WARS
39	Ultimate Exorcist Kiyoshi
40	Yattara
