1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	SPY x FAMILY
7	Drama Queen
8	Kagurabachi
9	SAKAMOTO DAYS
10	Black Clover
11	Hunter x Hunter
12	Raise Me, Hero!
13	Ichi the Witch
14	Centuria
15	Blue Box
16	RuriDragon
17	MAD
18	Hero Organization
19	UNDEAD UNLUCK
20	Mission: Yozakura Family
21	Make the Exorcist Fall in Love
22	Asura’s Verdict
23	Hope You're Happy, Lemon
24	Hima-Ten!
25	The mountain of remains on planet Triangle
26	Choujin X
27	Blooming Love
28	Shinobi Undercover
29	Ryota Killed His Brother
30	MARRIAGETOXIN
31	Monochrome Days
32	Waiting for the Sunlight
33	Ultimate Exorcist Kiyoshi
34	Kindergarten WARS
35	Yattara
36	Bug Ego
37	Beyond The Screen
38	2.5 Dimensional Seduction
39	No\Name
40	SMOTHER ME
