1	Chainsaw Man
2	One Piece
3	Boruto: Two Blue Vortex
4	Dragon Ball Super
5	Dandadan
6	KAIJU NO.8 (Monster #8)
7	SPY x FAMILY
8	SAKAMOTO DAYS
9	Kagurabachi
10	Eunuch of Empire
11	Ichi the Witch
12	Love Is Overkill
13	Ashi Dribbles Through
14	Centuria
15	Drama Queen
16	Blue Box
17	Maison and the Man-Eating Apartment
18	The Marshal King
19	Shinewbi
20	RuriDragon
21	MAD
22	Chuck Beans
23	Beast Orange
24	Embers
25	The Chrysalis Heart
26	Hero Organization
27	Star of Beethoven
28	Gokurakugai
29	Asura’s Verdict
30	Make the Exorcist Fall in Love
31	Laws of the Universe
32	Choujin X
33	Hope You're Happy, Lemon
34	Metaphor: ReFantazio
35	Blooming Love
36	Hima-Ten!
37	Blue Exorcist
38	Seraph of the End: Vampire Reign
39	MARRIAGETOXIN
40	World Trigger
