1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	SPY x FAMILY
7	SAKAMOTO DAYS
8	Kagurabachi
9	Märchen Crown
10	The Creepy and Freaky
11	Ichi the Witch
12	Love Is Overkill
13	Ashi Dribbles Through
14	Blue Box
15	Centuria
16	Maison and the Man-Eating Apartment
17	Drama Queen
18	RuriDragon
19	Home at the Horizon
20	MAD
21	Chuck Beans
22	The Marshal King
23	Beast Orange
24	My Sister, My Stuck Butt, and Me
25	Gokurakugai
26	Hero Organization
27	Asura’s Verdict
28	Make the Exorcist Fall in Love
29	Embers
30	Laws of the Universe
31	Eunuch of Empire
32	Choujin X
33	Hope You're Happy, Lemon
34	Hima-Ten!
35	Blooming Love
36	Blue Exorcist
37	Trapped in an Instant
38	The Robot Who Inherited Trillions
39	Seraph of the End: Vampire Reign
40	World Trigger
