1	Chainsaw Man
2	Boruto: Two Blue Vortex
3	One Piece
4	Dandadan
5	KAIJU NO.8 (Monster #8)
6	Black Clover
7	SPY x FAMILY
8	SAKAMOTO DAYS
9	Kagurabachi
10	War of the Adults
11	Nice Prison
12	Ichi the Witch
13	Centuria
14	Asura’s Verdict
15	Blue Box
16	G.G.G.
17	RuriDragon
18	Drama Queen
19	MAD
20	I Want To Eat the Arm of a God-Tier Artist
21	The Marshal King
22	Blue Proustian Moment
23	Make the Exorcist Fall in Love
24	Hero Organization
25	Hope You're Happy, Lemon
26	Gokurakugai
27	The Creepy and Freaky
28	Choujin X
29	Märchen Crown
30	Hima-Ten!
31	Blooming Love
32	Seraph of the End: Vampire Reign
33	Embers
34	MARRIAGETOXIN
35	Like a Sage
36	Mutan
37	Ultimate Exorcist Kiyoshi
38	Monochrome Days
39	Shinobi Undercover
40	But Miyu-chan Needs Me
41	Chainsaw Man
42	Boruto: Two Blue Vortex
43	One Piece
44	Dandadan
45	KAIJU NO.8 (Monster #8)
46	Black Clover
47	SPY x FAMILY
48	SAKAMOTO DAYS
49	Kagurabachi
50	War of the Adults
51	Nice Prison
52	Ichi the Witch
53	Centuria
54	Asura’s Verdict
55	Blue Box
56	G.G.G.
57	RuriDragon
58	Drama Queen
59	MAD
60	I Want To Eat the Arm of a God-Tier Artist
61	The Marshal King
62	Blue Proustian Moment
63	Make the Exorcist Fall in Love
64	Hero Organization
65	Hope You're Happy, Lemon
66	Gokurakugai
67	The Creepy and Freaky
68	Choujin X
69	Märchen Crown
70	Hima-Ten!
71	Blooming Love
72	Seraph of the End: Vampire Reign
73	Embers
74	MARRIAGETOXIN
75	Like a Sage
76	Mutan
77	Ultimate Exorcist Kiyoshi
78	Monochrome Days
79	Shinobi Undercover
80	But Miyu-chan Needs Me
