1	Chainsaw Man
2	One Piece
3	Boruto: Two Blue Vortex
4	Jujutsu Kaisen Modulo
5	Dandadan
6	SPY x FAMILY
7	SAKAMOTO DAYS
8	Black Clover
9	Kagurabachi
10	Ichi the Witch
11	Centuria
12	.A -dot Alice-
13	Blue Box
14	WITCHRIV
15	MAD
16	RuriDragon
17	Drama Queen
18	Island Rock
19	Asura’s Verdict
20	Make the Exorcist Fall in Love
21	Choujin X
22	Hope You're Happy, Lemon
23	Shunrai Table Tennis
24	Hatori and Furuta's Extraordinarily Ordinary Life
25	Hero Organization
26	Otr of the Flame
27	We're J-Just Childhood Friends
28	Hima-Ten!
29	MARRIAGETOXIN
30	TATSUKI & TAMAKI
31	The Plain Salary Man Turned Out to Be a Hero: He Was Invincible, Only to Be Exposed on His Niece's Dungeon Stream
32	War of the Adults
33	The Marshal King
34	Ultimate Exorcist Kiyoshi
35	Money Forest
36	Shinobi Undercover
37	The Prince I'll Never Be
38	The Forbidden Feast
39	Akane-banashi
40	The Mage Next Door
