1	One Piece
2	Boruto: Two Blue Vortex
3	Dandadan
4	SPY x FAMILY
5	Hunter x Hunter
6	Kagurabachi
7	SAKAMOTO DAYS
8	Ichi the Witch
9	Lunolita
10	Hal Formula
11	Cannon Master
12	Centuria
13	World Wide Web MIKO!
14	Hey! Devil Girl!
15	Twilight Blade
16	Animal Signal
17	Hitoner
18	Blue Box
19	RuriDragon
20	MAD
21	So you weren't into me?!
22	Dream Partner
23	WITCHRIV
24	Make the Exorcist Fall in Love
25	MARRIAGETOXIN
26	Hope You're Happy, Lemon
27	Asura’s Verdict
28	Kinato's Magic
29	The Hero’s Bereaved Family
30	Choujin X
31	Drama Queen
32	Hero Organization
33	Subaru the Invincible
34	Ultimate Exorcist Kiyoshi
35	War of the Adults
36	Akane-banashi
37	Shinobi Undercover
38	Stained in Crimson
39	The Chrysalis Heart
40	World Trigger
41	One Piece
42	Boruto: Two Blue Vortex
43	Dandadan
44	SPY x FAMILY
45	Hunter x Hunter
46	Kagurabachi
47	SAKAMOTO DAYS
48	Ichi the Witch
49	Lunolita
50	Hal Formula
51	Cannon Master
52	Centuria
53	World Wide Web MIKO!
54	Hey! Devil Girl!
55	Twilight Blade
56	Animal Signal
57	Hitoner
58	Blue Box
59	RuriDragon
60	MAD
61	So you weren't into me?!
62	Dream Partner
63	WITCHRIV
64	Make the Exorcist Fall in Love
65	MARRIAGETOXIN
66	Hope You're Happy, Lemon
67	Asura’s Verdict
68	Kinato's Magic
69	The Hero’s Bereaved Family
70	Choujin X
71	Drama Queen
72	Hero Organization
73	Subaru the Invincible
74	Ultimate Exorcist Kiyoshi
75	War of the Adults
76	Akane-banashi
77	Shinobi Undercover
78	Stained in Crimson
79	The Chrysalis Heart
80	World Trigger
